AccessionYear,Object Name,Culture,Dynasty,Artist Display Name,Artist Nationality,Artist Begin Date,Artist End Date,year,Classification
1986,Hanging scrolls,China,Unknown,Qi Baishi,Chinese,1864,1957,1940,Paintings
1986,Album,China,Unknown,Qi Baishi,Chinese,1864,1957,1943,Paintings
1986,Fan,China,Republic period,Xu Zonghao,Chinese,1880,1957,1945,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Cheng Yanqiu,Chinese,1904,1958,1900,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Lü Fengzi,Chinese,1886,1959,1900,Paintings
1986,Hanging scroll,China,Unknown,Lü Fengzi,Chinese,1886,1959,1932,Paintings
1986,Hanging scroll,China,Unknown,Lü Fengzi,Chinese,1886,1959,1946,Paintings
1986,Hanging scroll,China,Unknown,Yu Feian,Chinese,1888,1959,1928,Paintings
1986,Hanging scroll,China,Unknown,Yu Feian,Chinese,1888,1959,1946,Paintings
1986,Hanging scroll,China,Unknown,Yu Feian,Chinese,1888,1959,1940,Paintings
1986,Fan,China,Unknown,Yu Feian,Chinese,1888,1959,1934,Paintings
1986,Folding fan,China,Unknown,Yu Feian,Chinese,1888,1959,1942,Paintings
1986,Folding fan,China,Unknown,Wang Wei,Chinese,1885,1950,1946,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Wang Yachen,Chinese,1894,1983,1941,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Zhang Shiyuan,,1898,1959,1939,Paintings
1986,Hanging scroll,China,Unknown,Zhang Shiyuan,,1898,1959,1951,Paintings
1986,Hanging scroll,China,Unknown,Ling Wenyuan,Chinese,1850,1950,1924,Paintings
1986,Folding fan,China,Unknown,Wu Qinmu,Chinese,1900,1950,1932,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Shao Shaoyi,Chinese,,1954,1900,Paintings
1986,Hanging scroll,China,Unknown,Shao Shaoyi,Chinese,,1954,1900,Paintings
1986,Hanging scroll,China,Unknown,Chen Zhifo,Chinese,1896,1962,1900,Paintings
1986,Hanging scroll,China,Unknown,Chen Zhifo,Chinese,1896,1962,1900,Paintings
1986,Hanging scroll,China,Unknown,Gao Jun,Chinese,,1960,1925,Paintings
1986,Hanging scroll,China,Unknown,Gao Jun,Chinese,,1960,1942,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Pu Ru,Chinese,1896,1963,1930,Paintings
1986,Hanging scroll,China,Unknown,Pu Ru,Chinese,1896,1963,1931,Paintings
1986,Hanging scroll,China,Unknown,Pu Ru,Chinese,1896,1963,1900,Paintings
1986,Hanging scroll,China,Unknown,Deng Fen,Chinese,1894,1963,1943,Paintings
1986,Hanging scroll,China,Unknown,Jiang Handing,Chinese,1903,1963,1953,Paintings
1986,Hanging scroll,China,Unknown,Hu Peiheng,Chinese,1892,1965,1923,Paintings
1986,Hanging scroll,China,Unknown,Qin Yü,Chinese,1896,1974,1930,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Fu Baoshi,Chinese,1904,1965,1961,Paintings
1986,Hanging scroll,China,Unknown,Fu Baoshi,Chinese,1904,1965,1904,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Chen Banding,Chinese,1876,1966,1920,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Chen Banding,Chinese,1876,1966,1900,Paintings
1986,Hanging scroll,China,Unknown,Chen Banding,Chinese,1876,1966,1911,Paintings
1986,Hanging scroll,China,Unknown,Chen Banding,Chinese,1876,1966,1924,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Pu Jin,Chinese,1893,1966,1900,Paintings
1986,Folding fan,China,Unknown,Pu Jin,Chinese,1893,1966,1900,Paintings
1986,Hanging scroll,China,Unknown,Ning Fucheng,Chinese,1897,1966,1900,Paintings
1986,Hanging scroll,China,Unknown,Qian Ya,Chinese,1896,1967,1937,Paintings
1986,Hanging scroll,China,Unknown,Qian Ya,Chinese,1896,1967,1900,Paintings
1986,Hanging scroll,China,Unknown,Qian Ya,Chinese,1896,1967,1958,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Bai Jiao,Chinese,1907,1969,1900,Paintings
1986,Folding fan,China,Unknown,Yuan Shungnian,Chinese,1895,1966,1940,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Wu Hufan,Chinese,1894,1968,1945,Paintings
1986,Fan,China,Republic period,Wu Huayuan,,1900,1950,1942,Paintings
1986,Album leaf,China,Unknown,Tao Lengyue,Chinese,1895,1985,1900,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Kong Xiaoyu,Chinese,1899,1984,1957,Paintings
1986,Fan mounted as an album leaf,China,Unknown,Kong Xiaoyu,Chinese,1899,1984,1943,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Guo Shoushan,Chinese,1900,1950,1942,Paintings
1986,Folding fan,China,Unknown,Ma Jin,Chinese,1900,1970,1936,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Ma Jin,Chinese,1900,1970,1927,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Ma Jin,Chinese,1900,1970,1926,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Li Qiu,Chinese,1899,1971,1900,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Wang Shensheng,Chinese,1896,1972,1900,Paintings
1986,Hanging scroll,China,Unknown,Guo Weiqu,Chinese,1908,1971,1900,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Wu Jingding,Chinese,1904,1972,1932,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Wu Jingding,Chinese,1904,1972,1933,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Pan Zhiyun,Chinese,1913,1973,1943,Paintings
1986,Hanging scroll,China,Unknown,Feng Zikai,Chinese,1898,1975,1937,Paintings
1986,Hanging scroll,China,Unknown,Feng Zikai,Chinese,1898,1975,1945,Paintings
1986,Hanging scroll,China,Unknown,Feng Zikai,Chinese,1898,1975,1943,Paintings
1986,Folding fan,China,Unknown,Xie Zhiguang,Chinese,1900,1976,1942,Paintings
1986,Hanging scroll,China,Unknown,Xie Zhiguang,Chinese,1900,1976,1900,Paintings
1986,Hanging scroll,China,Unknown,He Tianjian,Chinese,1890,1977,1931,Paintings
1986,Hanging scroll,China,Unknown,He Tianjian,Chinese,1890,1977,1932,Paintings
1986,Hanging scroll,China,Unknown,He Tianjian,Chinese,1890,1977,1925,Paintings
1986,Hanging scroll,China,Unknown,He Tianjian,Chinese,1890,1977,1947,Paintings
1986,Hanging scroll,China,Unknown,Zhao Wangyun,Chinese,1906,1977,1946,Paintings
1986,Folding fan,China,Unknown,Yu Jianhua,Chinese,1895,1979,1938,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Cao Kejia,Chinese,1906,1977,1900,Paintings
1986,Folding fan,China,Unknown,Zhang Dazhuang,Chinese,1900,1980,1963,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Zhang Dazhuang,Chinese,1900,1980,1978,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Qian Songyan,Chinese,1897,1985,1947,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Qian Songyan,Chinese,1897,1985,1900,Paintings
1986,Album,China,Unknown,Wang Xuetao,Chinese,1903,1982,1938,Paintings
1986,Hanging scroll,China,Unknown,Wang Xuetao,Chinese,1903,1982,1926,Paintings
1986,Hanging scroll,China,Unknown,Wang Xuetao,Chinese,1903,1982,1979,Paintings
1986,Hanging scroll,China,Unknown,Shi Lu,Chinese,1919,1982,1972,Paintings
1986,Hanging scroll,China,Unknown,Li Kuchan,Chinese,1898,1983,1959,Paintings
1986,Hanging scroll,China,Unknown,Li Kuchan,Chinese,1898,1983,1900,Paintings
1986,Handscroll,China,Unknown,Li Kuchan,Chinese,1898,1983,1979,Paintings
1986,Handscroll,China,Unknown,Li Kuchan,Chinese,1898,1983,1972,Paintings
1986,Hanging scroll,China,Unknown,Li Kuchan,Chinese,1898,1983,1900,Paintings
1986,Album leaf,China,Unknown,Zhu Qizhan,Chinese,1892,1996,1900,Paintings
1986,Hanging scroll,China,Unknown,Zhu Qizhan,Chinese,1892,1996,1900,Paintings
1986,Album leaf,China,Unknown,Liu Haisu,Chinese,1896,1994,1975,Paintings
1986,Folding fan,China,Unknown,Wang Geyi,Chinese,1897,1988,1900,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Zhou Yuanliang,Chinese,1904,1995,1939,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Dong Shouping,Chinese,1904,1997,1904,Paintings
1986,Hanging scroll,China,Unknown,Huang Junbi,Chinese,1898,1991,1946,Paintings
1986,Hanging scroll,China,Unknown,Lin Fengmian,Chinese,1900,1991,1960,Paintings
1986,Hanging scroll,China,Unknown,Lin Fengmian,Chinese,1900,1991,1975,Paintings
1986,Hanging scroll,China,Unknown,Lin Fengmian,Chinese,1900,1991,1960,Paintings
1986,Painting,China,Unknown,Guan Liang,Chinese,1900,1986,1974,Paintings
1986,Album,China,Unknown,Guan Liang,Chinese,1900,1986,1900,Paintings
1986,Handscroll,China,Unknown,Zhao Shao'ang,Chinese,1905,1998,1982,Paintings
1986,Hanging scroll,China,Unknown,Zhao Shao'ang,Chinese,1905,1998,1943,Paintings
1986,Hanging scroll,China,Unknown,Zhao Shao'ang,Chinese,1905,1998,1933,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Huang Huanwu,Chinese,1906,1985,1906,Paintings
1986,Album leaf,China,Unknown,Huang Huanwu,Chinese,1906,1985,1965,Paintings
1986,Hanging scroll,China,Unknown,Huang Huanwu,Chinese,1906,1985,1906,Paintings
1986,Hanging scroll,China,Unknown,Li Keran,Chinese,1907,1989,1960,Paintings
1986,Album leaf,China,Unknown,Li Keran,Chinese,1907,1989,1907,Paintings
1986,Album leaf,China,Unknown,Li Keran,Chinese,1907,1989,1907,Paintings
1986,Album leaf,China,Unknown,Wu Zuoren,Chinese,1908,1997,1946,Paintings
1986,Hanging scroll,China,Unknown,Wu Zuoren,Chinese,1908,1997,1947,Paintings
1986,Album leaf,China,Unknown,Wu Zuoren,Chinese,1908,1997,1947,Paintings
1986,Folding fan,China,Unknown,Lu Yanshao,Chinese,1909,1993,1963,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Lu Yanshao,Chinese,1909,1993,1978,Paintings
1986,Album leaf,China,Unknown,Lu Yanshao,Chinese,1909,1993,1975,Paintings
1986,Hanging scroll,China,Unknown,Lu Yanshao,Chinese,1909,1993,1980,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Lu Yifei,Chinese,1908,1997,1932,Paintings
1986,Album leaf,China,Unknown,Lu Yifei,Chinese,1908,1997,1976,Paintings
1986,Folding fan,China,Unknown,Wu Qingxia,Chinese,1910,2008,1931,Paintings
1986,Folding fan,China,Unknown,Wu Qingxia,Chinese,1910,2008,1929,Paintings
1986,Hanging scroll,China,Unknown,Li Xiongcai,Chinese,1910,2001,1910,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Xie Zhiliu,Chinese,1910,1997,1978,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Xie Zhiliu,Chinese,1910,1997,1952,Paintings
1986,Hanging scroll,China,Unknown,Xie Zhiliu,Chinese,1910,1997,1910,Paintings
1986,Album leaf,China,Unknown,Xie Zhiliu,Chinese,1910,1997,1975,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Tang Yun,Chinese,1910,1993,1946,Paintings
1986,Folding fan,China,Unknown,Tang Yun,Chinese,1910,1993,1959,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Ying Yeping,Chinese,1910,1990,1978,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Ying Yeping,Chinese,1910,1990,1942,Paintings
1986,Folding fan,China,Unknown,Xu Bangda,Chinese,1911,2011,1941,Paintings
1986,Hanging scroll,China,Unknown,Xiao Shufang,Chinese,19111908,20051997,1982,Paintings
1986,Folding fan,China,Unknown,Qi Gong,Chinese,1912,2005,1936,Paintings
1986,Hanging scroll,China,Unknown,Guan Shanyue,Chinese,1912,2000,1912,Paintings
1986,Hanging scroll,China,Unknown,Guan Shanyue,Chinese,1912,2000,1979,Paintings
1986,Hanging scroll,China,Unknown,Guan Shanyue,Chinese,1912,2000,1912,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Pu Chuan,Chinese,1913,1991,1912,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Pu Zuo,Chinese,1918,2001,1918,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Hu Ruosi,Chinese,1916,2004,1916,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Tian Shiguang,Chinese,1914,1999,1914,Paintings
1986,Hanging scroll,China,Unknown,Cui Zifan,Chinese,1915,2011,1978,Paintings
1986,Hanging scroll,China,Unknown,Cui Zifan,Chinese,1915,2011,1915,Paintings
1986,Hanging scroll,China,Unknown,Cui Zifan,Chinese,1915,2011,1915,Paintings
1986,Hanging scroll,China,Unknown,Cui Zifan,Chinese,1915,2011,1980,Paintings
1986,Hanging scroll,China,Unknown,Cui Zifan,Chinese,1915,2011,1978,Paintings
1986,Hanging scroll,China,Unknown,Cui Zifan,Chinese,1915,2011,1980,Paintings
1986,FHanging scroll,China,Unknown,Wu Guanzhong,Chinese,1919,2010,1977,Paintings
1986,Hanging scroll,China,Unknown,Song Wenzhi,Chinese,1919,1999,1961,Paintings
1986,Hanging scroll,China,Unknown,Cheng Shifa,Chinese,1921,2007,1979,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Cheng Shifa,Chinese,1921,2007,1963,Paintings
1986,Folding fan mounted as an album leaf,China,Unknown,Cheng Shifa,Chinese,1921,2007,1978,Paintings
1986,Hanging scroll,China,Unknown,Huang Yongyu,Chinese,1924,9999,1979,Paintings
1986,Hanging scroll,China,Unknown,Huang Yongyu,Chinese,1924,9999,1924,Paintings
1986,Hanging scroll,China,Unknown,Huang Yongyu,Chinese,1924,9999,1924,Paintings
1986,Hanging scroll,China,Unknown,Huang Yongyu,Chinese,1924,9999,1981,Paintings
1986,Hanging scroll,China,Unknown,Huang Yongyu,Chinese,1924,9999,1980,Paintings
1986,Hanging scroll,China,Unknown,Yaming (Ye Jiabing),Chinese,1924,2002,1978,Paintings
1986,Hanging scroll,China,Unknown,Huang Zhou,Chinese,1925,1997,1925,Paintings
1986,Hanging scroll,China,Unknown,Fan Zeng,Chinese,1938,9999,1979,Paintings
1986,Hanging scroll,China,Yuan dynasty,Unidentified artist,Chinese,1250,1280,1300,Paintings
1986,Hanging scroll,China,Yuan or Ming dynasty,Muqi,Chinese,1250,1280,1300,Paintings
1986,Album,China,Qing dynasty,Jin Nong,Chinese,1687,1773,1757,Paintings
1987,Handscroll,China,Qing dynasty,Shitao (Zhu Ruoji),Chinese,16421600,17071700,1684,Paintings
1987,Album,China,Qing dynasty,Zheng Min,Chinese,1633,1683,1688,Paintings
1987,Album,China,Ming dynasty,Zhang Feng,Chinese,1618,1662,1644,Paintings
1988,Hanging scrolls,China,Yuan dynasty,Unidentified artist,,,,1290,Paintings
1988,Album leaf mounted as hanging scroll,China,Unknown,Huang Binhong,Chinese,1865,1955,1900,Paintings
1989,Album,China,Tang dynasty,Zhong Shaojing,Chinese,0713,0741,728,Calligraphy
1991,Ritual Axe,China,"Neolithic, late Dawenkou–early Longshan culture",Unidentified artist,Unknown,,,-2400,Jade
1991,Lamp,China,Western Han dynasty,Unidentified artist,Unknown,,,-100,Metalwork
1991,Dish,China,Liao dynasty,Unidentified artist,Unknown,,,1050,Ceramics
1992,Wine vessel,China,Eastern Zhou dynasty,Unidentified artist,Unknown,,,-400,Metalwork
1992,Rubbing,China,Qing dynasty,Unidentified artist,,,,1800,Rubbing
1992,Jar,China,"Neolithic period, Majiayao culture, Machang type",Unidentified artist,Unknown,,,-2800,Ceramics
1992,Cup,China,"Neolithic period, Majiayao culture, Machang type",Unidentified artist,Unknown,,,-2800,Ceramics
1994,Bowl,China,Western Han dynasty,Unidentified artist,Unknown,,,-199,Lacquer
1994,Ewer,China,Western Zhou dynasty,Unidentified artist,Unknown,,,-1100,Ceramics
1994,Hanging scroll,China,Qing dynasty,Mei Qing,Chinese,1623,1697,1649,Paintings
1995,Table screen,China,Ming dynasty,Li Mi,,1600,1699,1624,Furniture
1995,Hanging scroll,China,Yuan dynasty,Bian Lu,Chinese,1334,1366,1334,Paintings
2002,Hanging scroll,China,Qing dynasty,Ren Yi (Ren Bonian),Chinese,1840,1896,1883,Paintings
2002,Hanging scroll,China,Qing dynasty,Mei Qing,Chinese,1623,1697,1673,Paintings
2005,Album,China,Ming dynasty,Chen Hongshou,Chinese,1598,1652,1619,Paintings
1999,Album,China,Ming and Qing dynasties,Chen Hongshou,Chinese,15981634,16521711,1600,Paintings
1992,Tangka,China,Yuan dynasty,Unidentified artist,Unknown,,,1330,Textiles-Tapestries
1985,Tangka,China,Ming dynasty,Unidentified artist,,,,1479,Paintings
1987,Head,China,Unknown,Unidentified artist,Unknown,,,700,Sculpture
1912,Album,China,Ming or Qing dynasty,Unidentified artist,,,,1600,Paintings
2015,Ritual staff,China,Ming dynasty,Unidentified artist,Unknown,,,1403,Metalwork
1997,Hanging scroll,China,Ming dynasty,Guo Xu,Chinese,1456,1532,1500,Paintings
1997,Figure,China,Ming dynasty,Chen Yanqing,Chinese,1400,1499,1438,Sculpture
1997,Yokeback armchair,China,late Ming or early Qing dynasty,Unidentified artist,Unknown,,,1600,Furniture
1997,Blind,China,Qing dynasty,Unidentified artist,Unknown,,,1700,Bamboo
1997,Textile,Eastern Central Asia or North China,Unknown,Unidentified artist,Unknown,,,1200,Textiles-Tapestries
1997,Bowl,China,Southern Song dynasty,Unidentified artist,Unknown,,,1267,Metalwork
1997,Figure,China,Western Han dynasty,Unidentified artist,Unknown,,,-206,Ceramics
1997,Ewer,China,Tang dynasty,Unidentified artist,Unknown,,,667,Ceramics
1997,Figure,China,Tang dynasty,Unidentified artist,Unknown,,,667,Ceramics
1997,Figure,China,Tang dynasty,Unidentified artist,Unknown,,,667,Ceramics
1997,Bottle,China,Qing dynasty,Unidentified artist,Unknown,,,1700,Ceramics
1997,Jar,China,late Northern Song–Jin dynasty,Unidentified artist,Unknown,,,1100,Ceramics
1997,Incense burner,China,Ming dynasty,Unidentified artist,Unknown,,,1564,Ceramics
1997,Dish,China,Yuan dynasty,Unidentified artist,Unknown,,,1271,Ceramics
1997,Bottle,China,Yuan dynasty,Unidentified artist,Unknown,,,1300,Ceramics
1997,Dish,China,Qing dynasty,Unidentified artist,Unknown,,,1700,Ceramics
1997,Incense burner,China,Ming dynasty,Unidentified artist,Unknown,,,1500,Ceramics
2000,Handscroll mounted as hanging scroll,China,Southern Song dynasty,Zhang Jizhi,Chinese,1186,1266,1186,Calligraphy
2017,Hanging scroll,China,Ming dynasty,Wen Zhengming,Chinese,1470,1559,1543,Paintings
2014,Hanging scroll,China,Qing dynasty,Bada Shanren (Zhu Da),Chinese,1626,1705,1702,Paintings
2016,Hanging scroll,China,Southern Dynasties,Dong Yuan,Chinese,0930,0960,937,Paintings
1996,Hanging scroll,China,Five Dynasties,Unidentified artist,,,,967,Paintings
2005,Handscroll,China,Yuan dynasty,Zhao Cangyun,Chinese,1267,1333,1271,Paintings
2006,Hanging scroll,China,Yuan dynasty,Ke Jiusi,Chinese,1290,1343,1343,Paintings
2012,Hanging scroll,China,Yuan dynasty,Wu Zhen,Chinese,1280,1354,1338,Paintings
2008,Hanging scroll,China,Yuan dynasty,Zhang Xun,,1295,1349,1295,Paintings
2011,Hanging scroll,China,Yuan dynasty,Yao Yanqing (Tingmei),Chinese,1300,1370,1300,Paintings
2012,Hanging scroll,China,Late Yuan or early Ming dynasty,Wang Meng,Chinese,1308,1385,1360,Paintings
2005,Hanging scroll,China,Ming dynasty,Lü Ji,Chinese,1430,1504,1467,Paintings
2005,Hanging scroll,China,Ming dynasty,Liu Jun,Chinese,1475,1505,1475,Paintings
2005,Hanging scroll,China,Ming dynasty,Chen Zihe,Chinese,1500,1533,1500,Paintings
1996,Handscroll,China,Qing dynasty,Ding Yunpeng,Chinese,1547,1628,1800,Paintings
1990,Handscroll,China,Ming dynasty,Shen Zhou,Chinese,14271470,15091559,1509,Paintings
1989,Hanging scroll,China,Qing dynasty,Kuncan,Chinese,1612,1673,1666,Paintings
1972,Hanging scroll,China,Ming dynasty,Chen Hongshou,Chinese,1598,1652,1633,Paintings
1996,Vase,China,Tang dynasty,Unidentified artist,Unknown,,,700,Ceramics
1989,Folding fan,China,Unknown,Liu Lun,Chinese,1711,1773,1900,Paintings
1922,Bowl,China,Song dynasty,Unidentified artist,Unknown,,,960,Ceramics
1923,Bowl,China,Southern Song dynasty,Unidentified artist,Unknown,,,1200,Ceramics
1973,Handscroll,China,Ming dynasty,Unidentified artist,,,,1400,Paintings
1891,Bowl,China,Southern Song dynasty,Unidentified artist,Unknown,,,1127,Ceramics
1996,Jar,China,Northern Qi dynasty,Unidentified artist,Unknown,,,568,Ceramics
1879,Tile,China,Ming dynasty,Unidentified artist,Unknown,,,1403,Ceramics
1997,Water well,China,late Ming or early Qing dynasty,Unidentified artist,Unknown,,,1600,Sculpture
1997,Water well,China,late Ming or early Qing dynasty,Unidentified artist,Unknown,,,1600,Sculpture
2015,One of a pair of lamps,China,Qing dynasty,Unidentified artist,Unknown,,,1750,Jade
1996,Piece,China,Tang dynasty,Unidentified artist,Unknown,,,767,Textiles-Woven
1996,Embroidered textile,China,Tang dynasty,Unidentified artist,Unknown,,,700,Textiles-Embroidered
1996,Purse,China,Liao dynasty,Unidentified artist,Unknown,,,900,Textiles-Woven
1996,Textile,"China (Xinjiang Autonomous Region, Central Asia)",Unknown,Unidentified artist,Unknown,,,600,Textiles-Woven
1996,Table stand,China,late Ming or early Qing dynasty,Unidentified artist,Unknown,,,1600,Furniture
1996,Side table,China,late Ming or early Qing dynasty,Unidentified artist,Unknown,,,1600,Furniture
1996,Table,China,Ming dynasty,Unidentified artist,Unknown,,,1567,Furniture
1902,Sculpture,China,Qing dynasty,Unidentified artist,Unknown,,,1700,Hardstone
1907,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1667,Metalwork
1913,Rice measure,China,Ming dynasty,Unidentified artist,Unknown,,,1522,Lacquer
1913,Table screens,China,Ming–Qing dynasty,Unidentified artist,Unknown,,,1600,Ivories
1914,Jar,China,Qing dynasty,Unidentified artist,Unknown,,,1734,Enamels
1914,Jar,China,Qing dynasty,Unidentified artist,Unknown,,,1734,Enamels
1914,Vessel,China,Southern Song dynasty,Unidentified artist,Unknown,,,1100,Metalwork
1919,Disk,China,Late Yuan or early Ming dynasty,Unidentified artist,Unknown,,,1300,Ivories
1993,Pass,China,Yuan dynasty,Unidentified artist,Unknown,,,1267,Metalwork
